section,date,away,home,status,conviction_pct,away_sp_name,home_sp_name,f1_total_proj,nrfi_prob,yrfi_prob,nrfi_pick,model_prob,fair_odds_dec,kelly_pct,kelly_advice,status_reason,f1_away,f1_home,f1_total,nrfi_yrfi
backfill,2026-04-06,STL,WSH,,,,,,,,,,,,,,0,2,2,YRFI
backfill,2026-04-06,MIL,BOS,,,,,,,,,,,,,,0,1,1,YRFI
backfill,2026-04-06,LAD,TOR,,,,,,,,,,,,,,2,1,3,YRFI
backfill,2026-04-06,DET,MIN,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-06,BAL,CWS,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-06,SEA,TEX,,,,,,,,,,,,,,1,1,2,YRFI
backfill,2026-04-06,HOU,COL,,,,,,,,,,,,,,2,0,2,YRFI
backfill,2026-04-06,ATL,LAA,,,,,,,,,,,,,,1,1,2,YRFI
backfill,2026-04-06,PHI,SF,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-05,CHC,CLE,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-05,CHC,CLE,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-05,LAD,WSH,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-05,BAL,PIT,,,,,,,,,,,,,,0,2,2,YRFI
backfill,2026-04-05,SD,BOS,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-05,MIA,NYY,,,,,,,,,,,,,,1,3,4,YRFI
backfill,2026-04-05,TB,MIN,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-05,TOR,CWS,,,,,,,,,,,,,,0,1,1,YRFI
backfill,2026-04-05,MIL,KC,,,,,,,,,,,,,,3,0,3,YRFI
backfill,2026-04-05,CIN,TEX,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-05,PHI,COL,,,,,,,,,,,,,,0,3,3,YRFI
backfill,2026-04-05,HOU,ATH,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-05,NYM,SF,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-05,SEA,LAA,,,,,,,,,,,,,,0,1,1,YRFI
backfill,2026-04-05,ATL,AZ,,,,,,,,,,,,,,1,1,2,YRFI
backfill,2026-04-05,STL,DET,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-04,TOR,CWS,,,,,,,,,,,,,,0,1,1,YRFI
backfill,2026-04-04,MIL,KC,,,,,,,,,,,,,,2,0,2,YRFI
backfill,2026-04-04,MIL,KC,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-04,LAD,WSH,,,,,,,,,,,,,,2,0,2,YRFI
backfill,2026-04-04,HOU,ATH,,,,,,,,,,,,,,2,0,2,YRFI
backfill,2026-04-04,BAL,PIT,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-04,SD,BOS,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-04,CIN,TEX,,,,,,,,,,,,,,2,0,2,YRFI
backfill,2026-04-04,MIA,NYY,,,,,,,,,,,,,,2,0,2,YRFI
backfill,2026-04-04,TB,MIN,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-04,ATL,AZ,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-04,PHI,COL,,,,,,,,,,,,,,1,0,1,YRFI
backfill,2026-04-04,NYM,SF,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-04,SEA,LAA,,,,,,,,,,,,,,0,1,1,YRFI
backfill,2026-04-03,LAD,WSH,,,,,,,,,,,,,,0,3,3,YRFI
backfill,2026-04-03,STL,DET,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-03,MIA,NYY,,,,,,,,,,,,,,1,2,3,YRFI
backfill,2026-04-03,SD,BOS,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-03,TOR,CWS,,,,,,,,,,,,,,0,1,1,YRFI
backfill,2026-04-03,CIN,TEX,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-03,CHC,CLE,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-03,TB,MIN,,,,,,,,,,,,,,2,0,2,YRFI
backfill,2026-04-03,PHI,COL,,,,,,,,,,,,,,7,0,7,YRFI
backfill,2026-04-03,BAL,PIT,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-03,SEA,LAA,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-03,HOU,ATH,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-03,ATL,AZ,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-03,NYM,SF,,,,,,,,,,,,,,2,0,2,YRFI
backfill,2026-04-02,MIN,KC,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-02,ATL,AZ,,,,,,,,,,,,,,1,0,1,YRFI
backfill,2026-04-02,NYM,SF,,,,,,,,,,,,,,1,3,4,YRFI
backfill,2026-04-01,ATH,ATL,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-01,TEX,BAL,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-01,PIT,CIN,,,,,,,,,,,,,,3,0,3,YRFI
backfill,2026-04-01,WSH,PHI,,,,,,,,,,,,,,0,1,1,YRFI
backfill,2026-04-01,COL,TOR,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-01,CWS,MIA,,,,,,,,,,,,,,0,4,4,YRFI
backfill,2026-04-01,NYM,STL,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-01,TB,MIL,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-01,BOS,HOU,,,,,,,,,,,,,,1,2,3,YRFI
backfill,2026-04-01,LAA,CHC,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-01,DET,AZ,,,,,,,,,,,,,,0,1,1,YRFI
backfill,2026-04-01,SF,SD,,,,,,,,,,,,,,0,1,1,YRFI
backfill,2026-04-01,NYY,SEA,,,,,,,,,,,,,,1,0,1,YRFI
backfill,2026-04-01,MIN,KC,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-04-01,CLE,LAD,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-31,TEX,BAL,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-31,PIT,CIN,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-31,WSH,PHI,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-31,CWS,MIA,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-31,COL,TOR,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-31,ATH,ATL,,,,,,,,,,,,,,0,1,1,YRFI
backfill,2026-03-31,LAA,CHC,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-31,TB,MIL,,,,,,,,,,,,,,1,0,1,YRFI
backfill,2026-03-31,NYM,STL,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-31,BOS,HOU,,,,,,,,,,,,,,0,1,1,YRFI
backfill,2026-03-31,DET,AZ,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-31,SF,SD,,,,,,,,,,,,,,3,0,3,YRFI
backfill,2026-03-31,NYY,SEA,,,,,,,,,,,,,,2,0,2,YRFI
backfill,2026-03-31,CLE,LAD,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-30,MIN,KC,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-30,TEX,BAL,,,,,,,,,,,,,,1,1,2,YRFI
backfill,2026-03-30,PIT,CIN,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-30,WSH,PHI,,,,,,,,,,,,,,4,0,4,YRFI
backfill,2026-03-30,CWS,MIA,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-30,COL,TOR,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-30,ATH,ATL,,,,,,,,,,,,,,0,3,3,YRFI
backfill,2026-03-30,LAA,CHC,,,,,,,,,,,,,,0,3,3,YRFI
backfill,2026-03-30,TB,MIL,,,,,,,,,,,,,,1,0,1,YRFI
backfill,2026-03-30,NYM,STL,,,,,,,,,,,,,,1,1,2,YRFI
backfill,2026-03-30,BOS,HOU,,,,,,,,,,,,,,0,1,1,YRFI
backfill,2026-03-30,SF,SD,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-30,NYY,SEA,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-30,DET,AZ,,,,,,,,,,,,,,0,2,2,YRFI
backfill,2026-03-30,CLE,LAD,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-29,MIN,BAL,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-29,TEX,PHI,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-29,KC,ATL,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-29,ATH,TOR,,,,,,,,,,,,,,0,1,1,YRFI
backfill,2026-03-29,BOS,CIN,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-29,PIT,NYM,,,,,,,,,,,,,,1,0,1,YRFI
backfill,2026-03-29,COL,MIA,,,,,,,,,,,,,,3,1,4,YRFI
backfill,2026-03-29,LAA,HOU,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-29,CWS,MIL,,,,,,,,,,,,,,4,2,6,YRFI
backfill,2026-03-29,TB,STL,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-29,WSH,CHC,,,,,,,,,,,,,,3,0,3,YRFI
backfill,2026-03-29,CLE,SEA,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-28,TB,STL,,,,,,,,,,,,,,0,2,2,YRFI
backfill,2026-03-28,WSH,CHC,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-28,ATH,TOR,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-28,MIN,BAL,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-28,TEX,PHI,,,,,,,,,,,,,,1,0,1,YRFI
backfill,2026-03-28,BOS,CIN,,,,,,,,,,,,,,0,2,2,YRFI
backfill,2026-03-28,PIT,NYM,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-28,COL,MIA,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-28,LAA,HOU,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-28,CWS,MIL,,,,,,,,,,,,,,0,3,3,YRFI
backfill,2026-03-28,KC,ATL,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-28,NYY,SF,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-28,DET,SD,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-28,AZ,LAD,,,,,,,,,,,,,,1,0,1,YRFI
backfill,2026-03-28,CLE,SEA,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-27,NYY,SF,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-27,ATH,TOR,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-27,COL,MIA,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-27,KC,ATL,,,,,,,,,,,,,,0,1,1,YRFI
backfill,2026-03-27,LAA,HOU,,,,,,,,,,,,,,1,1,2,YRFI
backfill,2026-03-27,DET,SD,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-27,CLE,SEA,,,,,,,,,,,,,,1,0,1,YRFI
backfill,2026-03-27,AZ,LAD,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-26,PIT,NYM,,,,,,,,,,,,,,2,5,7,YRFI
backfill,2026-03-26,CWS,MIL,,,,,,,,,,,,,,1,0,1,YRFI
backfill,2026-03-26,WSH,CHC,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-26,MIN,BAL,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-26,BOS,CIN,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-26,LAA,HOU,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-26,DET,SD,,,,,,,,,,,,,,4,0,4,YRFI
backfill,2026-03-26,TB,STL,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-26,TEX,PHI,,,,,,,,,,,,,,0,2,2,YRFI
backfill,2026-03-26,AZ,LAD,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-26,CLE,SEA,,,,,,,,,,,,,,1,1,2,YRFI
backfill,2026-03-25,NYY,SF,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-24,TB,ATL,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-24,BOS,MIN,,,,,,,,,,,,,,1,2,3,YRFI
backfill,2026-03-24,KC,TEX,,,,,,,,,,,,,,0,1,1,YRFI
backfill,2026-03-24,NYY,CHC,,,,,,,,,,,,,,0,1,1,YRFI
backfill,2026-03-24,DET,COL,,,,,,,,,,,,,,2,0,2,YRFI
backfill,2026-03-24,CLE,AZ,,,,,,,,,,,,,,4,0,4,YRFI
backfill,2026-03-24,CIN,MIL,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-24,LAA,LAD,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-24,5434,HOU,,,,,,,,,,,,,,1,0,1,YRFI
backfill,2026-03-24,562,SF,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-23,TB,PHI,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-23,BAL,WSH,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-23,MIN,BOS,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-23,ATL,PIT,,,,,,,,,,,,,,1,0,1,YRFI
backfill,2026-03-23,CWS,ATH,,,,,,,,,,,,,,3,0,3,YRFI
backfill,2026-03-23,NYY,CHC,,,,,,,,,,,,,,1,1,2,YRFI
backfill,2026-03-23,SEA,SD,,,,,,,,,,,,,,1,0,1,YRFI
backfill,2026-03-23,STL,440,,,,,,,,,,,,,,2,0,2,YRFI
backfill,2026-03-23,CIN,MIL,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-23,KC,TEX,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-23,DET,COL,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-23,LAA,LAD,,,,,,,,,,,,,,4,0,4,YRFI
backfill,2026-03-23,CLE,AZ,,,,,,,,,,,,,,2,0,2,YRFI
backfill,2026-03-23,562,SF,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-22,STL,HOU,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-22,BOS,PIT,,,,,,,,,,,,,,1,0,1,YRFI
backfill,2026-03-22,ATL,MIN,,,,,,,,,,,,,,3,0,3,YRFI
backfill,2026-03-22,PHI,NYY,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-22,TB,TOR,,,,,,,,,,,,,,0,6,6,YRFI
backfill,2026-03-22,NYM,MIA,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-22,WSH,BAL,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-22,CIN,CLE,,,,,,,,,,,,,,0,3,3,YRFI
backfill,2026-03-22,MIL,CHC,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-22,ATH,COL,,,,,,,,,,,,,,2,0,2,YRFI
backfill,2026-03-22,SF,105,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-22,SEA,CWS,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-22,LAD,LAA,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-22,AZ,SD,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-21,NYM,WSH,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-21,TOR,PIT,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-21,MIN,TB,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-21,PHI,BAL,,,,,,,,,,,,,,1,1,2,YRFI
backfill,2026-03-21,ATL,BOS,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-21,MIA,STL,,,,,,,,,,,,,,0,4,4,YRFI
backfill,2026-03-21,NYY,DET,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-21,HOU,NYM,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-21,ATH,LAD,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-21,COL,KC,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-21,CLE,SF,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-21,TEX,AZ,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-21,SD,MIL,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-21,CWS,CIN,,,,,,,,,,,,,,0,1,1,YRFI
backfill,2026-03-21,CHC,SEA,,,,,,,,,,,,,,1,0,1,YRFI
backfill,2026-03-20,BOS,TB,,,,,,,,,,,,,,0,1,1,YRFI
backfill,2026-03-20,TOR,MIN,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-20,DET,PHI,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-20,STL,NYM,,,,,,,,,,,,,,1,0,1,YRFI
backfill,2026-03-20,CWS,LAA,,,,,,,,,,,,,,0,4,4,YRFI
backfill,2026-03-20,PIT,ATL,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-20,MIA,HOU,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-20,BAL,NYY,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-20,WSH,MIA,,,,,,,,,,,,,,0,1,1,YRFI
backfill,2026-03-20,KC,SF,,,,,,,,,,,,,,2,0,2,YRFI
backfill,2026-03-20,CIN,CHC,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-20,SD,LAD,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-20,SEA,CLE,,,,,,,,,,,,,,0,2,2,YRFI
backfill,2026-03-20,SF,TEX,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-20,CHC,ATH,,,,,,,,,,,,,,1,0,1,YRFI
backfill,2026-03-20,COL,SD,,,,,,,,,,,,,,0,0,0,NRFI
backfill,2026-03-20,MIL,AZ,,,,,,,,,,,,,,2,0,2,YRFI
