section,date,away,home,status,conviction_pct,away_sp_name,home_sp_name,away_sp_factor,home_sp_factor,away_bp_factor,home_bp_factor,rl_fav,rl_margin_proj,rl_cover_prob,rl_fav_covers_1_5,model_prob,fair_odds_dec,market_odds_dec,market_odds_american,book,edge_pct,kelly_pct,kelly_advice,status_reason,away_score,home_score,margin,favorite,fav_covers_1_5
projection,2026-05-07,TEX,NYY,PASS,55.2,,,,,,,NYY,0.88,0.555,NO,0.5523,1.802,1.641,-156,fanduel,-9.38,0.0,PASS,Edge -9.38% below +3.00% threshold,,,,,
projection,2026-05-07,MIN,WSH,PASS,56.5,,,,,,,WSH,0.72,0.569,NO,0.5655,1.757,,,,,4.74,2u,No market price available,,,,,
projection,2026-05-07,CLE,KC,PASS,58.6,,,,,,,KC,0.48,0.59,NO,0.5855,1.695,1.6098,-164,fanduel,-5.75,0.0,PASS,Edge -5.75% below +3.00% threshold,,,,,
projection,2026-05-07,CIN,CHC,PASS,58.0,,,,,,,CHC,0.55,0.584,NO,0.5798,1.712,1.7692,-130,fanduel,2.58,2.16,1u,Edge +2.58% below +3.00% threshold,,,,,
projection,2026-05-07,NYM,COL,PLAY,59.9,,,,,,,NYM,0.33,0.604,NO,0.5988,1.656,1.7812,-128,fanduel,6.66,4.85,2u,,,,,,
projection,2026-05-07,PIT,AZ,PASS,58.5,,,,,,,PIT,0.49,0.589,NO,0.5846,1.698,1.5155,-194,fanduel,-11.41,0.0,PASS,Edge -11.41% below +3.00% threshold,,,,,
projection,2026-05-07,ATH,PHI,PASS,59.0,,,,,,,PHI,0.42,0.595,NO,0.5902,1.681,1.5495,-182,fanduel,-8.54,0.0,PASS,Edge -8.54% below +3.00% threshold,,,,,
projection,2026-05-07,BAL,MIA,PASS,58.6,,,,,,,MIA,0.49,0.59,NO,0.5855,1.695,1.4878,-205,fanduel,-12.89,0.0,PASS,Edge -12.89% below +3.00% threshold,,,,,
projection,2026-05-07,TB,BOS,PASS,62.2,,,,,,,BOS,0.04,0.628,NO,0.6216,1.592,,,,,5.0,2u,No market price available,,,,,
projection,2026-05-07,STL,SD,PASS,60.0,,,,,,,SD,0.31,0.605,NO,0.5998,1.653,1.6944,-144,fanduel,1.62,1.81,1u,Edge +1.62% below +3.00% threshold,,,,,
backfill,2026-05-06,TOR,TB,,,,,,,,,,,,,,,,,,,,,,0,3,3,TB,YES
backfill,2026-05-06,MIL,STL,,,,,,,,,,,,,,,,,,,,,,6,2,4,MIL,YES
backfill,2026-05-06,LAD,HOU,,,,,,,,,,,,,,,,,,,,,,12,2,10,LAD,YES
backfill,2026-05-06,SD,SF,,,,,,,,,,,,,,,,,,,,,,5,1,4,SD,YES
backfill,2026-05-06,CWS,LAA,,,,,,,,,,,,,,,,,,,,,,2,8,6,LAA,YES
backfill,2026-05-06,ATL,SEA,,,,,,,,,,,,,,,,,,,,,,1,3,2,SEA,YES
backfill,2026-05-06,BOS,DET,,,,,,,,,,,,,,,,,,,,,,4,0,4,BOS,YES
backfill,2026-05-06,ATH,PHI,,,,,,,,,,,,,,,,,,,,,,3,6,3,PHI,YES
backfill,2026-05-06,BAL,MIA,,,,,,,,,,,,,,,,,,,,,,7,4,3,BAL,YES
backfill,2026-05-06,MIN,WSH,,,,,,,,,,,,,,,,,,,,,,2,15,13,WSH,YES
backfill,2026-05-06,TEX,NYY,,,,,,,,,,,,,,,,,,,,,,6,1,5,TEX,YES
backfill,2026-05-06,CIN,CHC,,,,,,,,,,,,,,,,,,,,,,6,7,1,CHC,NO
backfill,2026-05-06,CLE,KC,,,,,,,,,,,,,,,,,,,,,,3,1,2,CLE,YES
backfill,2026-05-06,NYM,COL,,,,,,,,,,,,,,,,,,,,,,10,5,5,NYM,YES
backfill,2026-05-06,PIT,AZ,,,,,,,,,,,,,,,,,,,,,,1,0,1,PIT,NO
backfill,2026-05-05,BOS,DET,,,,,,,,,,,,,,,,,,,,,,10,3,7,BOS,YES
backfill,2026-05-05,TOR,TB,,,,,,,,,,,,,,,,,,,,,,3,4,1,TB,NO
backfill,2026-05-05,ATH,PHI,,,,,,,,,,,,,,,,,,,,,,1,9,8,PHI,YES
backfill,2026-05-05,BAL,MIA,,,,,,,,,,,,,,,,,,,,,,9,7,2,BAL,YES
backfill,2026-05-05,MIN,WSH,,,,,,,,,,,,,,,,,,,,,,11,3,8,MIN,YES
backfill,2026-05-05,TEX,NYY,,,,,,,,,,,,,,,,,,,,,,4,7,3,NYY,YES
backfill,2026-05-05,CIN,CHC,,,,,,,,,,,,,,,,,,,,,,2,3,1,CHC,NO
backfill,2026-05-05,CLE,KC,,,,,,,,,,,,,,,,,,,,,,3,5,2,KC,YES
backfill,2026-05-05,LAD,HOU,,,,,,,,,,,,,,,,,,,,,,1,2,1,HOU,NO
backfill,2026-05-05,CWS,LAA,,,,,,,,,,,,,,,,,,,,,,3,4,1,LAA,NO
backfill,2026-05-05,PIT,AZ,,,,,,,,,,,,,,,,,,,,,,0,9,9,AZ,YES
backfill,2026-05-05,ATL,SEA,,,,,,,,,,,,,,,,,,,,,,3,2,1,ATL,NO
backfill,2026-05-05,SD,SF,,,,,,,,,,,,,,,,,,,,,,10,5,5,SD,YES
backfill,2026-05-04,NYM,COL,,,,,,,,,,,,,,,,,,,,,,4,2,2,NYM,YES
backfill,2026-05-04,BOS,DET,,,,,,,,,,,,,,,,,,,,,,5,4,1,BOS,NO
backfill,2026-05-04,TOR,TB,,,,,,,,,,,,,,,,,,,,,,1,5,4,TB,YES
backfill,2026-05-04,PHI,MIA,,,,,,,,,,,,,,,,,,,,,,1,0,1,PHI,NO
backfill,2026-05-04,BAL,NYY,,,,,,,,,,,,,,,,,,,,,,1,12,11,NYY,YES
backfill,2026-05-04,CIN,CHC,,,,,,,,,,,,,,,,,,,,,,4,5,1,CHC,NO
backfill,2026-05-04,CLE,KC,,,,,,,,,,,,,,,,,,,,,,2,6,4,KC,YES
backfill,2026-05-04,MIL,STL,,,,,,,,,,,,,,,,,,,,,,3,6,3,STL,YES
backfill,2026-05-04,LAD,HOU,,,,,,,,,,,,,,,,,,,,,,8,3,5,LAD,YES
backfill,2026-05-04,CWS,LAA,,,,,,,,,,,,,,,,,,,,,,6,0,6,CWS,YES
backfill,2026-05-04,ATL,SEA,,,,,,,,,,,,,,,,,,,,,,4,5,1,SEA,NO
backfill,2026-05-04,SD,SF,,,,,,,,,,,,,,,,,,,,,,2,3,1,SF,NO
backfill,2026-05-03,TOR,MIN,,,,,,,,,,,,,,,,,,,,,,3,4,1,MIN,NO
backfill,2026-05-03,HOU,BOS,,,,,,,,,,,,,,,,,,,,,,3,1,2,HOU,YES
backfill,2026-05-03,CIN,PIT,,,,,,,,,,,,,,,,,,,,,,0,1,1,PIT,NO
backfill,2026-05-03,BAL,NYY,,,,,,,,,,,,,,,,,,,,,,3,11,8,NYY,YES
backfill,2026-05-03,MIL,WSH,,,,,,,,,,,,,,,,,,,,,,2,3,1,WSH,NO
backfill,2026-05-03,SF,TB,,,,,,,,,,,,,,,,,,,,,,1,2,1,TB,NO
backfill,2026-05-03,PHI,MIA,,,,,,,,,,,,,,,,,,,,,,7,2,5,PHI,YES
backfill,2026-05-03,LAD,STL,,,,,,,,,,,,,,,,,,,,,,4,1,3,LAD,YES
backfill,2026-05-03,AZ,CHC,,,,,,,,,,,,,,,,,,,,,,4,8,4,CHC,YES
backfill,2026-05-03,ATL,COL,,,,,,,,,,,,,,,,,,,,,,11,6,5,ATL,YES
backfill,2026-05-03,CLE,ATH,,,,,,,,,,,,,,,,,,,,,,1,7,6,ATH,YES
backfill,2026-05-03,NYM,LAA,,,,,,,,,,,,,,,,,,,,,,5,1,4,NYM,YES
backfill,2026-05-03,KC,SEA,,,,,,,,,,,,,,,,,,,,,,4,1,3,KC,YES
backfill,2026-05-03,CWS,SD,,,,,,,,,,,,,,,,,,,,,,3,4,1,SD,NO
backfill,2026-05-03,TEX,DET,,,,,,,,,,,,,,,,,,,,,,1,7,6,DET,YES
backfill,2026-05-02,BAL,NYY,,,,,,,,,,,,,,,,,,,,,,4,9,5,NYY,YES
backfill,2026-05-02,TOR,MIN,,,,,,,,,,,,,,,,,,,,,,11,4,7,TOR,YES
backfill,2026-05-02,AZ,CHC,,,,,,,,,,,,,,,,,,,,,,0,2,2,CHC,YES
backfill,2026-05-02,CLE,ATH,,,,,,,,,,,,,,,,,,,,,,14,6,8,CLE,YES
backfill,2026-05-02,CIN,PIT,,,,,,,,,,,,,,,,,,,,,,7,17,10,PIT,YES
backfill,2026-05-02,MIL,WSH,,,,,,,,,,,,,,,,,,,,,,4,1,3,MIL,YES
backfill,2026-05-02,HOU,BOS,,,,,,,,,,,,,,,,,,,,,,6,3,3,HOU,YES
backfill,2026-05-02,PHI,MIA,,,,,,,,,,,,,,,,,,,,,,0,4,4,MIA,YES
backfill,2026-05-02,SF,TB,,,,,,,,,,,,,,,,,,,,,,1,5,4,TB,YES
backfill,2026-05-02,LAD,STL,,,,,,,,,,,,,,,,,,,,,,2,3,1,STL,NO
backfill,2026-05-02,TEX,DET,,,,,,,,,,,,,,,,,,,,,,1,5,4,DET,YES
backfill,2026-05-02,ATL,COL,,,,,,,,,,,,,,,,,,,,,,9,1,8,ATL,YES
backfill,2026-05-02,CWS,SD,,,,,,,,,,,,,,,,,,,,,,4,0,4,CWS,YES
backfill,2026-05-02,NYM,LAA,,,,,,,,,,,,,,,,,,,,,,3,4,1,LAA,NO
backfill,2026-05-02,KC,SEA,,,,,,,,,,,,,,,,,,,,,,3,2,1,KC,NO
backfill,2026-05-01,AZ,CHC,,,,,,,,,,,,,,,,,,,,,,5,6,1,CHC,NO
backfill,2026-05-01,TEX,DET,,,,,,,,,,,,,,,,,,,,,,5,4,1,TEX,NO
backfill,2026-05-01,CIN,PIT,,,,,,,,,,,,,,,,,,,,,,1,9,8,PIT,YES
backfill,2026-05-01,MIL,WSH,,,,,,,,,,,,,,,,,,,,,,6,1,5,MIL,YES
backfill,2026-05-01,BAL,NYY,,,,,,,,,,,,,,,,,,,,,,2,7,5,NYY,YES
backfill,2026-05-01,HOU,BOS,,,,,,,,,,,,,,,,,,,,,,1,3,2,BOS,YES
backfill,2026-05-01,SF,TB,,,,,,,,,,,,,,,,,,,,,,0,3,3,TB,YES
backfill,2026-05-01,PHI,MIA,,,,,,,,,,,,,,,,,,,,,,6,5,1,PHI,NO
backfill,2026-05-01,TOR,MIN,,,,,,,,,,,,,,,,,,,,,,7,3,4,TOR,YES
backfill,2026-05-01,LAD,STL,,,,,,,,,,,,,,,,,,,,,,2,7,5,STL,YES
backfill,2026-05-01,ATL,COL,,,,,,,,,,,,,,,,,,,,,,8,6,2,ATL,YES
backfill,2026-05-01,NYM,LAA,,,,,,,,,,,,,,,,,,,,,,4,3,1,NYM,NO
backfill,2026-05-01,CLE,ATH,,,,,,,,,,,,,,,,,,,,,,8,5,3,CLE,YES
backfill,2026-05-01,CWS,SD,,,,,,,,,,,,,,,,,,,,,,8,2,6,CWS,YES
backfill,2026-05-01,KC,SEA,,,,,,,,,,,,,,,,,,,,,,7,6,1,KC,NO
backfill,2026-04-30,DET,ATL,,,,,,,,,,,,,,,,,,,,,,5,2,3,DET,YES
backfill,2026-04-30,HOU,BAL,,,,,,,,,,,,,,,,,,,,,,3,10,7,BAL,YES
backfill,2026-04-30,HOU,BAL,,,,,,,,,,,,,,,,,,,,,,11,5,6,HOU,YES
backfill,2026-04-30,STL,PIT,,,,,,,,,,,,,,,,,,,,,,10,5,5,STL,YES
backfill,2026-04-30,SF,PHI,,,,,,,,,,,,,,,,,,,,,,2,3,1,PHI,NO
backfill,2026-04-30,SF,PHI,,,,,,,,,,,,,,,,,,,,,,5,6,1,PHI,NO
backfill,2026-04-30,COL,CIN,,,,,,,,,,,,,,,,,,,,,,4,6,2,CIN,YES
backfill,2026-04-30,WSH,NYM,,,,,,,,,,,,,,,,,,,,,,5,4,1,WSH,NO
backfill,2026-04-30,AZ,MIL,,,,,,,,,,,,,,,,,,,,,,1,13,12,MIL,YES
backfill,2026-04-30,KC,ATH,,,,,,,,,,,,,,,,,,,,,,3,6,3,ATH,YES
backfill,2026-04-30,TOR,MIN,,,,,,,,,,,,,,,,,,,,,,1,7,6,MIN,YES
backfill,2026-04-29,TB,CLE,,,,,,,,,,,,,,,,,,,,,,1,3,2,CLE,YES
backfill,2026-04-29,LAA,CWS,,,,,,,,,,,,,,,,,,,,,,2,3,1,CWS,NO
backfill,2026-04-29,SEA,MIN,,,,,,,,,,,,,,,,,,,,,,5,3,2,SEA,YES
backfill,2026-04-29,NYY,TEX,,,,,,,,,,,,,,,,,,,,,,0,3,3,TEX,YES
backfill,2026-04-29,BOS,TOR,,,,,,,,,,,,,,,,,,,,,,1,8,7,TOR,YES
backfill,2026-04-29,MIA,LAD,,,,,,,,,,,,,,,,,,,,,,3,2,1,MIA,NO
backfill,2026-04-29,CHC,SD,,,,,,,,,,,,,,,,,,,,,,5,4,1,CHC,NO
backfill,2026-04-29,COL,CIN,,,,,,,,,,,,,,,,,,,,,,13,2,11,COL,YES
backfill,2026-04-29,STL,PIT,,,,,,,,,,,,,,,,,,,,,,5,4,1,STL,NO
backfill,2026-04-29,WSH,NYM,,,,,,,,,,,,,,,,,,,,,,14,2,12,WSH,YES
backfill,2026-04-29,DET,ATL,,,,,,,,,,,,,,,,,,,,,,3,4,1,ATL,NO
backfill,2026-04-29,AZ,MIL,,,,,,,,,,,,,,,,,,,,,,6,2,4,AZ,YES
backfill,2026-04-29,KC,ATH,,,,,,,,,,,,,,,,,,,,,,2,5,3,ATH,YES
backfill,2026-04-28,TB,CLE,,,,,,,,,,,,,,,,,,,,,,1,0,1,TB,NO
backfill,2026-04-28,HOU,BAL,,,,,,,,,,,,,,,,,,,,,,3,5,2,BAL,YES
backfill,2026-04-28,COL,CIN,,,,,,,,,,,,,,,,,,,,,,2,7,5,CIN,YES
backfill,2026-04-28,STL,PIT,,,,,,,,,,,,,,,,,,,,,,11,7,4,STL,YES
backfill,2026-04-28,SF,PHI,,,,,,,,,,,,,,,,,,,,,,0,7,7,PHI,YES
backfill,2026-04-28,BOS,TOR,,,,,,,,,,,,,,,,,,,,,,0,3,3,TOR,YES
backfill,2026-04-28,WSH,NYM,,,,,,,,,,,,,,,,,,,,,,0,8,8,NYM,YES
backfill,2026-04-28,DET,ATL,,,,,,,,,,,,,,,,,,,,,,2,5,3,ATL,YES
backfill,2026-04-28,SEA,MIN,,,,,,,,,,,,,,,,,,,,,,7,1,6,SEA,YES
backfill,2026-04-28,LAA,CWS,,,,,,,,,,,,,,,,,,,,,,2,5,3,CWS,YES
backfill,2026-04-28,AZ,MIL,,,,,,,,,,,,,,,,,,,,,,2,13,11,MIL,YES
backfill,2026-04-28,NYY,TEX,,,,,,,,,,,,,,,,,,,,,,3,2,1,NYY,NO
backfill,2026-04-28,KC,ATH,,,,,,,,,,,,,,,,,,,,,,4,1,3,KC,YES
backfill,2026-04-28,CHC,SD,,,,,,,,,,,,,,,,,,,,,,8,3,5,CHC,YES
backfill,2026-04-28,MIA,LAD,,,,,,,,,,,,,,,,,,,,,,2,1,1,MIA,NO
backfill,2026-04-27,TB,CLE,,,,,,,,,,,,,,,,,,,,,,3,2,1,TB,NO
backfill,2026-04-27,STL,PIT,,,,,,,,,,,,,,,,,,,,,,4,2,2,STL,YES
backfill,2026-04-27,BOS,TOR,,,,,,,,,,,,,,,,,,,,,,5,0,5,BOS,YES
backfill,2026-04-27,SEA,MIN,,,,,,,,,,,,,,,,,,,,,,4,11,7,MIN,YES
backfill,2026-04-27,LAA,CWS,,,,,,,,,,,,,,,,,,,,,,7,8,1,CWS,NO
backfill,2026-04-27,NYY,TEX,,,,,,,,,,,,,,,,,,,,,,4,2,2,NYY,YES
backfill,2026-04-27,CHC,SD,,,,,,,,,,,,,,,,,,,,,,7,9,2,SD,YES
backfill,2026-04-27,MIA,LAD,,,,,,,,,,,,,,,,,,,,,,4,5,1,LAD,NO
backfill,2026-04-26,BOS,BAL,,,,,,,,,,,,,,,,,,,,,,5,3,2,BOS,YES
backfill,2026-04-26,PHI,ATL,,,,,,,,,,,,,,,,,,,,,,2,6,4,ATL,YES
backfill,2026-04-26,CLE,TOR,,,,,,,,,,,,,,,,,,,,,,2,4,2,TOR,YES
backfill,2026-04-26,DET,CIN,,,,,,,,,,,,,,,,,,,,,,8,3,5,DET,YES
backfill,2026-04-26,COL,NYM,,,,,,,,,,,,,,,,,,,,,,3,1,2,COL,YES
backfill,2026-04-26,COL,NYM,,,,,,,,,,,,,,,,,,,,,,3,0,3,COL,YES
backfill,2026-04-26,MIN,TB,,,,,,,,,,,,,,,,,,,,,,2,4,2,TB,YES
backfill,2026-04-26,WSH,CWS,,,,,,,,,,,,,,,,,,,,,,2,1,1,WSH,NO
backfill,2026-04-26,NYY,HOU,,,,,,,,,,,,,,,,,,,,,,4,7,3,HOU,YES
backfill,2026-04-26,PIT,MIL,,,,,,,,,,,,,,,,,,,,,,0,5,5,MIL,YES
backfill,2026-04-26,SEA,STL,,,,,,,,,,,,,,,,,,,,,,3,2,1,SEA,NO
backfill,2026-04-26,ATH,TEX,,,,,,,,,,,,,,,,,,,,,,2,1,1,ATH,NO
backfill,2026-04-26,SD,AZ,,,,,,,,,,,,,,,,,,,,,,7,12,5,AZ,YES
backfill,2026-04-26,MIA,SF,,,,,,,,,,,,,,,,,,,,,,3,6,3,SF,YES
backfill,2026-04-26,LAA,KC,,,,,,,,,,,,,,,,,,,,,,9,11,2,KC,YES
backfill,2026-04-26,CHC,LAD,,,,,,,,,,,,,,,,,,,,,,0,6,6,LAD,YES
backfill,2026-04-25,BOS,BAL,,,,,,,,,,,,,,,,,,,,,,17,1,16,BOS,YES
backfill,2026-04-25,SEA,STL,,,,,,,,,,,,,,,,,,,,,,11,9,2,SEA,YES
backfill,2026-04-25,CLE,TOR,,,,,,,,,,,,,,,,,,,,,,3,5,2,TOR,YES
backfill,2026-04-25,MIA,SF,,,,,,,,,,,,,,,,,,,,,,2,6,4,SF,YES
backfill,2026-04-25,MIN,TB,,,,,,,,,,,,,,,,,,,,,,1,6,5,TB,YES
backfill,2026-04-25,WSH,CWS,,,,,,,,,,,,,,,,,,,,,,6,3,3,WSH,YES
backfill,2026-04-25,SD,AZ,,,,,,,,,,,,,,,,,,,,,,6,4,2,SD,YES
backfill,2026-04-25,ATH,TEX,,,,,,,,,,,,,,,,,,,,,,3,4,1,TEX,NO
backfill,2026-04-25,LAA,KC,,,,,,,,,,,,,,,,,,,,,,1,12,11,KC,YES
backfill,2026-04-25,NYY,HOU,,,,,,,,,,,,,,,,,,,,,,8,3,5,NYY,YES
backfill,2026-04-25,PIT,MIL,,,,,,,,,,,,,,,,,,,,,,6,3,3,PIT,YES
backfill,2026-04-25,DET,CIN,,,,,,,,,,,,,,,,,,,,,,2,9,7,CIN,YES
backfill,2026-04-25,CHC,LAD,,,,,,,,,,,,,,,,,,,,,,4,12,8,LAD,YES
backfill,2026-04-25,PHI,ATL,,,,,,,,,,,,,,,,,,,,,,8,5,3,PHI,YES
backfill,2026-04-24,DET,CIN,,,,,,,,,,,,,,,,,,,,,,8,9,1,CIN,NO
backfill,2026-04-24,BOS,BAL,,,,,,,,,,,,,,,,,,,,,,3,10,7,BAL,YES
backfill,2026-04-24,CLE,TOR,,,,,,,,,,,,,,,,,,,,,,8,6,2,CLE,YES
backfill,2026-04-24,COL,NYM,,,,,,,,,,,,,,,,,,,,,,4,3,1,COL,NO
backfill,2026-04-24,MIN,TB,,,,,,,,,,,,,,,,,,,,,,2,6,4,TB,YES
backfill,2026-04-24,PHI,ATL,,,,,,,,,,,,,,,,,,,,,,3,5,2,ATL,YES
backfill,2026-04-24,LAA,KC,,,,,,,,,,,,,,,,,,,,,,3,6,3,KC,YES
backfill,2026-04-24,WSH,CWS,,,,,,,,,,,,,,,,,,,,,,4,5,1,CWS,NO
backfill,2026-04-24,PIT,MIL,,,,,,,,,,,,,,,,,,,,,,6,0,6,PIT,YES
backfill,2026-04-24,ATH,TEX,,,,,,,,,,,,,,,,,,,,,,8,1,7,ATH,YES
backfill,2026-04-24,NYY,HOU,,,,,,,,,,,,,,,,,,,,,,12,4,8,NYY,YES
backfill,2026-04-24,SEA,STL,,,,,,,,,,,,,,,,,,,,,,3,2,1,SEA,NO
backfill,2026-04-24,CHC,LAD,,,,,,,,,,,,,,,,,,,,,,6,4,2,CHC,YES
backfill,2026-04-24,MIA,SF,,,,,,,,,,,,,,,,,,,,,,9,4,5,MIA,YES
backfill,2026-04-23,ATL,WSH,,,,,,,,,,,,,,,,,,,,,,7,2,5,ATL,YES
backfill,2026-04-23,MIL,DET,,,,,,,,,,,,,,,,,,,,,,4,5,1,DET,NO
backfill,2026-04-23,PHI,CHC,,,,,,,,,,,,,,,,,,,,,,7,8,1,CHC,NO
backfill,2026-04-23,SD,COL,,,,,,,,,,,,,,,,,,,,,,10,8,2,SD,YES
backfill,2026-04-23,CWS,AZ,,,,,,,,,,,,,,,,,,,,,,4,1,3,CWS,YES
backfill,2026-04-23,LAD,SF,,,,,,,,,,,,,,,,,,,,,,3,0,3,LAD,YES
backfill,2026-04-23,NYY,BOS,,,,,,,,,,,,,,,,,,,,,,4,2,2,NYY,YES
backfill,2026-04-23,MIN,NYM,,,,,,,,,,,,,,,,,,,,,,8,10,2,NYM,YES
backfill,2026-04-23,PIT,TEX,,,,,,,,,,,,,,,,,,,,,,1,6,5,TEX,YES
backfill,2026-04-22,STL,MIA,,,,,,,,,,,,,,,,,,,,,,1,4,3,MIA,YES
backfill,2026-04-22,HOU,CLE,,,,,,,,,,,,,,,,,,,,,,2,0,2,HOU,YES
backfill,2026-04-22,CIN,TB,,,,,,,,,,,,,,,,,,,,,,1,6,5,TB,YES
