section,date,away,home,status,conviction_pct,away_sp_name,home_sp_name,away_sp_factor,home_sp_factor,away_bp_factor,home_bp_factor,rl_fav,rl_margin_proj,rl_cover_prob,rl_fav_covers_1_5,model_prob,fair_odds_dec,market_odds_dec,market_odds_american,book,edge_pct,kelly_pct,kelly_advice,status_reason,away_score,home_score,margin,favorite,fav_covers_1_5
backfill,2026-04-06,STL,WSH,,,,,,,,,,,,,,,,,,,,,,6,9,3,WSH,YES
backfill,2026-04-06,MIL,BOS,,,,,,,,,,,,,,,,,,,,,,8,6,2,MIL,YES
backfill,2026-04-06,LAD,TOR,,,,,,,,,,,,,,,,,,,,,,14,2,12,LAD,YES
backfill,2026-04-06,DET,MIN,,,,,,,,,,,,,,,,,,,,,,3,7,4,MIN,YES
backfill,2026-04-06,BAL,CWS,,,,,,,,,,,,,,,,,,,,,,2,1,1,BAL,NO
backfill,2026-04-06,SEA,TEX,,,,,,,,,,,,,,,,,,,,,,1,2,1,TEX,NO
backfill,2026-04-06,HOU,COL,,,,,,,,,,,,,,,,,,,,,,7,9,2,COL,YES
backfill,2026-04-06,ATL,LAA,,,,,,,,,,,,,,,,,,,,,,2,6,4,LAA,YES
backfill,2026-04-06,PHI,SF,,,,,,,,,,,,,,,,,,,,,,6,4,2,PHI,YES
backfill,2026-04-05,CHC,CLE,,,,,,,,,,,,,,,,,,,,,,1,0,1,CHC,NO
backfill,2026-04-05,CHC,CLE,,,,,,,,,,,,,,,,,,,,,,5,6,1,CLE,NO
backfill,2026-04-05,LAD,WSH,,,,,,,,,,,,,,,,,,,,,,8,6,2,LAD,YES
backfill,2026-04-05,BAL,PIT,,,,,,,,,,,,,,,,,,,,,,2,8,6,PIT,YES
backfill,2026-04-05,SD,BOS,,,,,,,,,,,,,,,,,,,,,,8,6,2,SD,YES
backfill,2026-04-05,MIA,NYY,,,,,,,,,,,,,,,,,,,,,,7,6,1,MIA,NO
backfill,2026-04-05,TB,MIN,,,,,,,,,,,,,,,,,,,,,,4,1,3,TB,YES
backfill,2026-04-05,TOR,CWS,,,,,,,,,,,,,,,,,,,,,,0,3,3,CWS,YES
backfill,2026-04-05,MIL,KC,,,,,,,,,,,,,,,,,,,,,,8,5,3,MIL,YES
backfill,2026-04-05,CIN,TEX,,,,,,,,,,,,,,,,,,,,,,2,1,1,CIN,NO
backfill,2026-04-05,PHI,COL,,,,,,,,,,,,,,,,,,,,,,1,4,3,COL,YES
backfill,2026-04-05,HOU,ATH,,,,,,,,,,,,,,,,,,,,,,10,12,2,ATH,YES
backfill,2026-04-05,NYM,SF,,,,,,,,,,,,,,,,,,,,,,5,2,3,NYM,YES
backfill,2026-04-05,SEA,LAA,,,,,,,,,,,,,,,,,,,,,,7,8,1,LAA,NO
backfill,2026-04-05,ATL,AZ,,,,,,,,,,,,,,,,,,,,,,5,6,1,AZ,NO
backfill,2026-04-05,STL,DET,,,,,,,,,,,,,,,,,,,,,,5,3,2,STL,YES
backfill,2026-04-04,TOR,CWS,,,,,,,,,,,,,,,,,,,,,,3,6,3,CWS,YES
backfill,2026-04-04,MIL,KC,,,,,,,,,,,,,,,,,,,,,,5,2,3,MIL,YES
backfill,2026-04-04,MIL,KC,,,,,,,,,,,,,,,,,,,,,,2,8,6,KC,YES
backfill,2026-04-04,LAD,WSH,,,,,,,,,,,,,,,,,,,,,,10,5,5,LAD,YES
backfill,2026-04-04,HOU,ATH,,,,,,,,,,,,,,,,,,,,,,11,0,11,HOU,YES
backfill,2026-04-04,BAL,PIT,,,,,,,,,,,,,,,,,,,,,,2,3,1,PIT,NO
backfill,2026-04-04,SD,BOS,,,,,,,,,,,,,,,,,,,,,,3,2,1,SD,NO
backfill,2026-04-04,CIN,TEX,,,,,,,,,,,,,,,,,,,,,,2,0,2,CIN,YES
backfill,2026-04-04,MIA,NYY,,,,,,,,,,,,,,,,,,,,,,7,9,2,NYY,YES
backfill,2026-04-04,TB,MIN,,,,,,,,,,,,,,,,,,,,,,7,1,6,TB,YES
backfill,2026-04-04,ATL,AZ,,,,,,,,,,,,,,,,,,,,,,1,2,1,AZ,NO
backfill,2026-04-04,PHI,COL,,,,,,,,,,,,,,,,,,,,,,2,1,1,PHI,NO
backfill,2026-04-04,NYM,SF,,,,,,,,,,,,,,,,,,,,,,9,0,9,NYM,YES
backfill,2026-04-04,SEA,LAA,,,,,,,,,,,,,,,,,,,,,,0,1,1,LAA,NO
backfill,2026-04-03,LAD,WSH,,,,,,,,,,,,,,,,,,,,,,13,6,7,LAD,YES
backfill,2026-04-03,STL,DET,,,,,,,,,,,,,,,,,,,,,,0,4,4,DET,YES
backfill,2026-04-03,MIA,NYY,,,,,,,,,,,,,,,,,,,,,,2,8,6,NYY,YES
backfill,2026-04-03,SD,BOS,,,,,,,,,,,,,,,,,,,,,,2,5,3,BOS,YES
backfill,2026-04-03,TOR,CWS,,,,,,,,,,,,,,,,,,,,,,4,5,1,CWS,NO
backfill,2026-04-03,CIN,TEX,,,,,,,,,,,,,,,,,,,,,,5,3,2,CIN,YES
backfill,2026-04-03,CHC,CLE,,,,,,,,,,,,,,,,,,,,,,1,4,3,CLE,YES
backfill,2026-04-03,TB,MIN,,,,,,,,,,,,,,,,,,,,,,4,10,6,MIN,YES
backfill,2026-04-03,PHI,COL,,,,,,,,,,,,,,,,,,,,,,10,1,9,PHI,YES
backfill,2026-04-03,BAL,PIT,,,,,,,,,,,,,,,,,,,,,,4,5,1,PIT,NO
backfill,2026-04-03,SEA,LAA,,,,,,,,,,,,,,,,,,,,,,3,1,2,SEA,YES
backfill,2026-04-03,HOU,ATH,,,,,,,,,,,,,,,,,,,,,,4,11,7,ATH,YES
backfill,2026-04-03,ATL,AZ,,,,,,,,,,,,,,,,,,,,,,2,0,2,ATL,YES
backfill,2026-04-03,NYM,SF,,,,,,,,,,,,,,,,,,,,,,10,3,7,NYM,YES
backfill,2026-04-02,MIN,KC,,,,,,,,,,,,,,,,,,,,,,5,1,4,MIN,YES
backfill,2026-04-02,ATL,AZ,,,,,,,,,,,,,,,,,,,,,,17,2,15,ATL,YES
backfill,2026-04-02,NYM,SF,,,,,,,,,,,,,,,,,,,,,,2,7,5,SF,YES
backfill,2026-04-01,ATH,ATL,,,,,,,,,,,,,,,,,,,,,,1,5,4,ATL,YES
backfill,2026-04-01,TEX,BAL,,,,,,,,,,,,,,,,,,,,,,3,8,5,BAL,YES
backfill,2026-04-01,PIT,CIN,,,,,,,,,,,,,,,,,,,,,,8,3,5,PIT,YES
backfill,2026-04-01,WSH,PHI,,,,,,,,,,,,,,,,,,,,,,5,6,1,PHI,NO
backfill,2026-04-01,COL,TOR,,,,,,,,,,,,,,,,,,,,,,2,1,1,COL,NO
backfill,2026-04-01,CWS,MIA,,,,,,,,,,,,,,,,,,,,,,0,10,10,MIA,YES
backfill,2026-04-01,NYM,STL,,,,,,,,,,,,,,,,,,,,,,1,2,1,STL,NO
backfill,2026-04-01,TB,MIL,,,,,,,,,,,,,,,,,,,,,,2,8,6,MIL,YES
backfill,2026-04-01,BOS,HOU,,,,,,,,,,,,,,,,,,,,,,4,6,2,HOU,YES
backfill,2026-04-01,LAA,CHC,,,,,,,,,,,,,,,,,,,,,,2,6,4,CHC,YES
backfill,2026-04-01,DET,AZ,,,,,,,,,,,,,,,,,,,,,,0,1,1,AZ,NO
backfill,2026-04-01,SF,SD,,,,,,,,,,,,,,,,,,,,,,1,7,6,SD,YES
backfill,2026-04-01,NYY,SEA,,,,,,,,,,,,,,,,,,,,,,5,3,2,NYY,YES
backfill,2026-04-01,MIN,KC,,,,,,,,,,,,,,,,,,,,,,9,13,4,KC,YES
backfill,2026-04-01,CLE,LAD,,,,,,,,,,,,,,,,,,,,,,4,1,3,CLE,YES
backfill,2026-03-31,TEX,BAL,,,,,,,,,,,,,,,,,,,,,,8,5,3,TEX,YES
backfill,2026-03-31,PIT,CIN,,,,,,,,,,,,,,,,,,,,,,8,3,5,PIT,YES
backfill,2026-03-31,WSH,PHI,,,,,,,,,,,,,,,,,,,,,,2,3,1,PHI,NO
backfill,2026-03-31,CWS,MIA,,,,,,,,,,,,,,,,,,,,,,2,9,7,MIA,YES
backfill,2026-03-31,COL,TOR,,,,,,,,,,,,,,,,,,,,,,1,5,4,TOR,YES
backfill,2026-03-31,ATH,ATL,,,,,,,,,,,,,,,,,,,,,,5,2,3,ATH,YES
backfill,2026-03-31,LAA,CHC,,,,,,,,,,,,,,,,,,,,,,2,0,2,LAA,YES
backfill,2026-03-31,TB,MIL,,,,,,,,,,,,,,,,,,,,,,2,6,4,MIL,YES
backfill,2026-03-31,NYM,STL,,,,,,,,,,,,,,,,,,,,,,0,3,3,STL,YES
backfill,2026-03-31,BOS,HOU,,,,,,,,,,,,,,,,,,,,,,2,9,7,HOU,YES
backfill,2026-03-31,DET,AZ,,,,,,,,,,,,,,,,,,,,,,5,7,2,AZ,YES
backfill,2026-03-31,SF,SD,,,,,,,,,,,,,,,,,,,,,,9,3,6,SF,YES
backfill,2026-03-31,NYY,SEA,,,,,,,,,,,,,,,,,,,,,,5,0,5,NYY,YES
backfill,2026-03-31,CLE,LAD,,,,,,,,,,,,,,,,,,,,,,1,4,3,LAD,YES
backfill,2026-03-30,MIN,KC,,,,,,,,,,,,,,,,,,,,,,1,3,2,KC,YES
backfill,2026-03-30,TEX,BAL,,,,,,,,,,,,,,,,,,,,,,5,2,3,TEX,YES
backfill,2026-03-30,PIT,CIN,,,,,,,,,,,,,,,,,,,,,,0,2,2,CIN,YES
backfill,2026-03-30,WSH,PHI,,,,,,,,,,,,,,,,,,,,,,13,2,11,WSH,YES
backfill,2026-03-30,CWS,MIA,,,,,,,,,,,,,,,,,,,,,,9,4,5,CWS,YES
backfill,2026-03-30,COL,TOR,,,,,,,,,,,,,,,,,,,,,,14,5,9,COL,YES
backfill,2026-03-30,ATH,ATL,,,,,,,,,,,,,,,,,,,,,,0,4,4,ATL,YES
backfill,2026-03-30,LAA,CHC,,,,,,,,,,,,,,,,,,,,,,2,7,5,CHC,YES
backfill,2026-03-30,TB,MIL,,,,,,,,,,,,,,,,,,,,,,3,2,1,TB,NO
backfill,2026-03-30,NYM,STL,,,,,,,,,,,,,,,,,,,,,,4,2,2,NYM,YES
backfill,2026-03-30,BOS,HOU,,,,,,,,,,,,,,,,,,,,,,1,8,7,HOU,YES
backfill,2026-03-30,SF,SD,,,,,,,,,,,,,,,,,,,,,,3,2,1,SF,NO
backfill,2026-03-30,NYY,SEA,,,,,,,,,,,,,,,,,,,,,,1,2,1,SEA,NO
backfill,2026-03-30,DET,AZ,,,,,,,,,,,,,,,,,,,,,,6,9,3,AZ,YES
backfill,2026-03-30,CLE,LAD,,,,,,,,,,,,,,,,,,,,,,4,2,2,CLE,YES
backfill,2026-03-29,MIN,BAL,,,,,,,,,,,,,,,,,,,,,,6,8,2,BAL,YES
backfill,2026-03-29,TEX,PHI,,,,,,,,,,,,,,,,,,,,,,8,3,5,TEX,YES
backfill,2026-03-29,KC,ATL,,,,,,,,,,,,,,,,,,,,,,4,1,3,KC,YES
backfill,2026-03-29,ATH,TOR,,,,,,,,,,,,,,,,,,,,,,2,5,3,TOR,YES
backfill,2026-03-29,BOS,CIN,,,,,,,,,,,,,,,,,,,,,,2,3,1,CIN,NO
backfill,2026-03-29,PIT,NYM,,,,,,,,,,,,,,,,,,,,,,4,3,1,PIT,NO
backfill,2026-03-29,COL,MIA,,,,,,,,,,,,,,,,,,,,,,3,4,1,MIA,NO
backfill,2026-03-29,LAA,HOU,,,,,,,,,,,,,,,,,,,,,,7,9,2,HOU,YES
backfill,2026-03-29,CWS,MIL,,,,,,,,,,,,,,,,,,,,,,7,9,2,MIL,YES
backfill,2026-03-29,TB,STL,,,,,,,,,,,,,,,,,,,,,,11,7,4,TB,YES
backfill,2026-03-29,WSH,CHC,,,,,,,,,,,,,,,,,,,,,,6,3,3,WSH,YES
backfill,2026-03-29,CLE,SEA,,,,,,,,,,,,,,,,,,,,,,0,8,8,SEA,YES
backfill,2026-03-28,TB,STL,,,,,,,,,,,,,,,,,,,,,,5,6,1,STL,NO
backfill,2026-03-28,WSH,CHC,,,,,,,,,,,,,,,,,,,,,,2,10,8,CHC,YES
backfill,2026-03-28,ATH,TOR,,,,,,,,,,,,,,,,,,,,,,7,8,1,TOR,NO
backfill,2026-03-28,MIN,BAL,,,,,,,,,,,,,,,,,,,,,,4,1,3,MIN,YES
backfill,2026-03-28,TEX,PHI,,,,,,,,,,,,,,,,,,,,,,5,4,1,TEX,NO
backfill,2026-03-28,BOS,CIN,,,,,,,,,,,,,,,,,,,,,,5,6,1,CIN,NO
backfill,2026-03-28,PIT,NYM,,,,,,,,,,,,,,,,,,,,,,2,4,2,NYM,YES
backfill,2026-03-28,COL,MIA,,,,,,,,,,,,,,,,,,,,,,3,4,1,MIA,NO
backfill,2026-03-28,LAA,HOU,,,,,,,,,,,,,,,,,,,,,,9,11,2,HOU,YES
backfill,2026-03-28,CWS,MIL,,,,,,,,,,,,,,,,,,,,,,1,6,5,MIL,YES
backfill,2026-03-28,KC,ATL,,,,,,,,,,,,,,,,,,,,,,2,6,4,ATL,YES
backfill,2026-03-28,NYY,SF,,,,,,,,,,,,,,,,,,,,,,3,1,2,NYY,YES
backfill,2026-03-28,DET,SD,,,,,,,,,,,,,,,,,,,,,,0,3,3,SD,YES
backfill,2026-03-28,AZ,LAD,,,,,,,,,,,,,,,,,,,,,,2,3,1,LAD,NO
backfill,2026-03-28,CLE,SEA,,,,,,,,,,,,,,,,,,,,,,6,5,1,CLE,NO
backfill,2026-03-27,NYY,SF,,,,,,,,,,,,,,,,,,,,,,3,0,3,NYY,YES
backfill,2026-03-27,ATH,TOR,,,,,,,,,,,,,,,,,,,,,,2,3,1,TOR,NO
backfill,2026-03-27,COL,MIA,,,,,,,,,,,,,,,,,,,,,,1,2,1,MIA,NO
backfill,2026-03-27,KC,ATL,,,,,,,,,,,,,,,,,,,,,,0,6,6,ATL,YES
backfill,2026-03-27,LAA,HOU,,,,,,,,,,,,,,,,,,,,,,6,2,4,LAA,YES
backfill,2026-03-27,DET,SD,,,,,,,,,,,,,,,,,,,,,,5,2,3,DET,YES
backfill,2026-03-27,CLE,SEA,,,,,,,,,,,,,,,,,,,,,,1,5,4,SEA,YES
backfill,2026-03-27,AZ,LAD,,,,,,,,,,,,,,,,,,,,,,4,5,1,LAD,NO
backfill,2026-03-26,PIT,NYM,,,,,,,,,,,,,,,,,,,,,,7,11,4,NYM,YES
backfill,2026-03-26,CWS,MIL,,,,,,,,,,,,,,,,,,,,,,2,14,12,MIL,YES
backfill,2026-03-26,WSH,CHC,,,,,,,,,,,,,,,,,,,,,,10,4,6,WSH,YES
backfill,2026-03-26,MIN,BAL,,,,,,,,,,,,,,,,,,,,,,1,2,1,BAL,NO
backfill,2026-03-26,BOS,CIN,,,,,,,,,,,,,,,,,,,,,,3,0,3,BOS,YES
backfill,2026-03-26,LAA,HOU,,,,,,,,,,,,,,,,,,,,,,3,0,3,LAA,YES
backfill,2026-03-26,DET,SD,,,,,,,,,,,,,,,,,,,,,,8,2,6,DET,YES
backfill,2026-03-26,TB,STL,,,,,,,,,,,,,,,,,,,,,,7,9,2,STL,YES
backfill,2026-03-26,TEX,PHI,,,,,,,,,,,,,,,,,,,,,,3,5,2,PHI,YES
backfill,2026-03-26,AZ,LAD,,,,,,,,,,,,,,,,,,,,,,2,8,6,LAD,YES
backfill,2026-03-26,CLE,SEA,,,,,,,,,,,,,,,,,,,,,,6,4,2,CLE,YES
backfill,2026-03-25,NYY,SF,,,,,,,,,,,,,,,,,,,,,,7,0,7,NYY,YES
backfill,2026-03-24,TB,ATL,,,,,,,,,,,,,,,,,,,,,,2,3,1,ATL,NO
backfill,2026-03-24,BOS,MIN,,,,,,,,,,,,,,,,,,,,,,6,15,9,MIN,YES
backfill,2026-03-24,KC,TEX,,,,,,,,,,,,,,,,,,,,,,1,4,3,TEX,YES
backfill,2026-03-24,NYY,CHC,,,,,,,,,,,,,,,,,,,,,,8,3,5,NYY,YES
backfill,2026-03-24,DET,COL,,,,,,,,,,,,,,,,,,,,,,11,8,3,DET,YES
backfill,2026-03-24,CLE,AZ,,,,,,,,,,,,,,,,,,,,,,10,5,5,CLE,YES
backfill,2026-03-24,CIN,MIL,,,,,,,,,,,,,,,,,,,,,,1,4,3,MIL,YES
backfill,2026-03-24,LAA,LAD,,,,,,,,,,,,,,,,,,,,,,3,0,3,LAA,YES
backfill,2026-03-24,5434,HOU,,,,,,,,,,,,,,,,,,,,,,5,6,1,HOU,NO
backfill,2026-03-24,562,SF,,,,,,,,,,,,,,,,,,,,,,2,8,6,SF,YES
backfill,2026-03-23,TB,PHI,,,,,,,,,,,,,,,,,,,,,,7,0,7,TB,YES
backfill,2026-03-23,BAL,WSH,,,,,,,,,,,,,,,,,,,,,,2,0,2,BAL,YES
backfill,2026-03-23,MIN,BOS,,,,,,,,,,,,,,,,,,,,,,9,6,3,MIN,YES
backfill,2026-03-23,ATL,PIT,,,,,,,,,,,,,,,,,,,,,,5,2,3,ATL,YES
backfill,2026-03-23,CWS,ATH,,,,,,,,,,,,,,,,,,,,,,9,10,1,ATH,NO
backfill,2026-03-23,NYY,CHC,,,,,,,,,,,,,,,,,,,,,,6,15,9,CHC,YES
backfill,2026-03-23,SEA,SD,,,,,,,,,,,,,,,,,,,,,,3,10,7,SD,YES
backfill,2026-03-23,STL,440,,,,,,,,,,,,,,,,,,,,,,3,2,1,STL,NO
backfill,2026-03-23,CIN,MIL,,,,,,,,,,,,,,,,,,,,,,1,9,8,MIL,YES
backfill,2026-03-23,KC,TEX,,,,,,,,,,,,,,,,,,,,,,2,3,1,TEX,NO
backfill,2026-03-23,DET,COL,,,,,,,,,,,,,,,,,,,,,,5,6,1,COL,NO
backfill,2026-03-23,LAA,LAD,,,,,,,,,,,,,,,,,,,,,,7,7,0,PUSH,NO
backfill,2026-03-23,CLE,AZ,,,,,,,,,,,,,,,,,,,,,,7,0,7,CLE,YES
backfill,2026-03-23,562,SF,,,,,,,,,,,,,,,,,,,,,,2,10,8,SF,YES
backfill,2026-03-22,STL,HOU,,,,,,,,,,,,,,,,,,,,,,3,2,1,STL,NO
backfill,2026-03-22,BOS,PIT,,,,,,,,,,,,,,,,,,,,,,6,3,3,BOS,YES
backfill,2026-03-22,ATL,MIN,,,,,,,,,,,,,,,,,,,,,,3,7,4,MIN,YES
backfill,2026-03-22,PHI,NYY,,,,,,,,,,,,,,,,,,,,,,2,6,4,NYY,YES
backfill,2026-03-22,TB,TOR,,,,,,,,,,,,,,,,,,,,,,1,14,13,TOR,YES
backfill,2026-03-22,NYM,MIA,,,,,,,,,,,,,,,,,,,,,,3,4,1,MIA,NO
backfill,2026-03-22,WSH,BAL,,,,,,,,,,,,,,,,,,,,,,1,8,7,BAL,YES
backfill,2026-03-22,CIN,CLE,,,,,,,,,,,,,,,,,,,,,,2,8,6,CLE,YES
backfill,2026-03-22,MIL,CHC,,,,,,,,,,,,,,,,,,,,,,0,12,12,CHC,YES
backfill,2026-03-22,ATH,COL,,,,,,,,,,,,,,,,,,,,,,5,6,1,COL,NO
backfill,2026-03-22,SF,105,,,,,,,,,,,,,,,,,,,,,,1,2,1,105,NO
backfill,2026-03-22,SEA,CWS,,,,,,,,,,,,,,,,,,,,,,4,2,2,SEA,YES
backfill,2026-03-22,LAD,LAA,,,,,,,,,,,,,,,,,,,,,,13,5,8,LAD,YES
backfill,2026-03-22,AZ,SD,,,,,,,,,,,,,,,,,,,,,,11,1,10,AZ,YES
backfill,2026-03-21,NYM,WSH,,,,,,,,,,,,,,,,,,,,,,1,3,2,WSH,YES
backfill,2026-03-21,TOR,PIT,,,,,,,,,,,,,,,,,,,,,,3,8,5,PIT,YES
backfill,2026-03-21,MIN,TB,,,,,,,,,,,,,,,,,,,,,,2,3,1,TB,NO
backfill,2026-03-21,PHI,BAL,,,,,,,,,,,,,,,,,,,,,,8,10,2,BAL,YES
backfill,2026-03-21,ATL,BOS,,,,,,,,,,,,,,,,,,,,,,6,1,5,ATL,YES
backfill,2026-03-21,MIA,STL,,,,,,,,,,,,,,,,,,,,,,4,7,3,STL,YES
backfill,2026-03-21,NYY,DET,,,,,,,,,,,,,,,,,,,,,,1,3,2,DET,YES
backfill,2026-03-21,HOU,NYM,,,,,,,,,,,,,,,,,,,,,,7,5,2,HOU,YES
backfill,2026-03-21,ATH,LAD,,,,,,,,,,,,,,,,,,,,,,5,5,0,PUSH,NO
backfill,2026-03-21,COL,KC,,,,,,,,,,,,,,,,,,,,,,5,6,1,KC,NO
backfill,2026-03-21,CLE,SF,,,,,,,,,,,,,,,,,,,,,,7,10,3,SF,YES
backfill,2026-03-21,TEX,AZ,,,,,,,,,,,,,,,,,,,,,,2,5,3,AZ,YES
backfill,2026-03-21,SD,MIL,,,,,,,,,,,,,,,,,,,,,,1,6,5,MIL,YES
backfill,2026-03-21,CWS,CIN,,,,,,,,,,,,,,,,,,,,,,7,11,4,CIN,YES
backfill,2026-03-21,CHC,SEA,,,,,,,,,,,,,,,,,,,,,,7,1,6,CHC,YES
backfill,2026-03-20,BOS,TB,,,,,,,,,,,,,,,,,,,,,,0,2,2,TB,YES
backfill,2026-03-20,TOR,MIN,,,,,,,,,,,,,,,,,,,,,,2,1,1,TOR,NO
backfill,2026-03-20,DET,PHI,,,,,,,,,,,,,,,,,,,,,,4,4,0,PUSH,NO
backfill,2026-03-20,STL,NYM,,,,,,,,,,,,,,,,,,,,,,4,3,1,STL,NO
backfill,2026-03-20,CWS,LAA,,,,,,,,,,,,,,,,,,,,,,3,4,1,LAA,NO
backfill,2026-03-20,PIT,ATL,,,,,,,,,,,,,,,,,,,,,,1,8,7,ATL,YES
backfill,2026-03-20,MIA,HOU,,,,,,,,,,,,,,,,,,,,,,7,4,3,MIA,YES
backfill,2026-03-20,BAL,NYY,,,,,,,,,,,,,,,,,,,,,,1,3,2,NYY,YES
backfill,2026-03-20,WSH,MIA,,,,,,,,,,,,,,,,,,,,,,2,3,1,MIA,NO
backfill,2026-03-20,KC,SF,,,,,,,,,,,,,,,,,,,,,,2,5,3,SF,YES
backfill,2026-03-20,CIN,CHC,,,,,,,,,,,,,,,,,,,,,,8,6,2,CIN,YES
backfill,2026-03-20,SD,LAD,,,,,,,,,,,,,,,,,,,,,,3,4,1,LAD,NO
backfill,2026-03-20,SEA,CLE,,,,,,,,,,,,,,,,,,,,,,20,8,12,SEA,YES
backfill,2026-03-20,SF,TEX,,,,,,,,,,,,,,,,,,,,,,5,6,1,TEX,NO
backfill,2026-03-20,CHC,ATH,,,,,,,,,,,,,,,,,,,,,,2,6,4,ATH,YES
backfill,2026-03-20,COL,SD,,,,,,,,,,,,,,,,,,,,,,9,3,6,COL,YES
backfill,2026-03-20,MIL,AZ,,,,,,,,,,,,,,,,,,,,,,7,8,1,AZ,NO
