section,date,team,opponent,status,conviction_pct,side,opp_sp_name,opp_sp_factor,opp_bp_factor,team_total_proj,pick_3.5,pick_4.5,kelly_line,model_prob,fair_odds_dec,kelly_pct,kelly_advice,status_reason,runs,result_3.5,result_4.5
projection,2026-05-06,TOR,TB,PASS,55.9,AWAY,,,,3.67,OVER,UNDER,UNDER 3.5,0.5592,1.743,5.0,2u,No market price available,,,
projection,2026-05-06,TB,TOR,PASS,60.2,HOME,,,,4.11,OVER,UNDER,UNDER 4.5,0.6024,1.593,5.0,2u,No market price available,,,
projection,2026-05-06,MIL,STL,PASS,58.1,AWAY,,,,4.77,OVER,OVER,OVER 3.5,0.5808,1.663,5.0,2u,No market price available,,,
projection,2026-05-06,STL,MIL,PASS,58.1,HOME,,,,4.77,OVER,OVER,OVER 3.5,0.5808,1.663,5.0,2u,No market price available,,,
projection,2026-05-06,LAD,HOU,PASS,66.2,AWAY,,,,5.45,OVER,OVER,OVER 3.5,0.6624,1.423,5.0,2u,No market price available,,,
projection,2026-05-06,HOU,LAD,PASS,61.8,HOME,,,,3.96,OVER,UNDER,UNDER 4.5,0.6184,1.543,5.0,2u,No market price available,,,
projection,2026-05-06,SD,SF,PASS,58.2,AWAY,,,,4.29,OVER,UNDER,UNDER 4.5,0.5824,1.658,5.0,2u,No market price available,,,
projection,2026-05-06,SF,SD,PASS,58.9,HOME,,,,3.43,UNDER,UNDER,UNDER 3.5,0.5888,1.637,5.0,2u,No market price available,,,
projection,2026-05-06,CWS,LAA,PASS,61.0,AWAY,,,,5.01,OVER,OVER,OVER 3.5,0.6104,1.567,5.0,2u,No market price available,,,
projection,2026-05-06,LAA,CWS,PASS,58.2,HOME,,,,4.3,OVER,UNDER,UNDER 4.5,0.5816,1.662,5.0,2u,No market price available,,,
projection,2026-05-06,ATL,SEA,PASS,56.6,AWAY,,,,4.43,OVER,UNDER,UNDER 4.5,0.5664,1.715,5.0,2u,No market price available,,,
projection,2026-05-06,SEA,ATL,PASS,60.5,HOME,,,,4.09,OVER,UNDER,UNDER 4.5,0.6048,1.586,5.0,2u,No market price available,,,
projection,2026-05-06,BOS,DET,PASS,55.5,AWAY,,,,4.53,OVER,OVER,UNDER 4.5,0.5552,1.758,4.73,2u,No market price available,,,
projection,2026-05-06,DET,BOS,PASS,60.3,HOME,,,,4.1,OVER,UNDER,UNDER 4.5,0.6032,1.589,5.0,2u,No market price available,,,
projection,2026-05-06,ATH,PHI,PASS,59.1,AWAY,,,,4.21,OVER,UNDER,UNDER 4.5,0.5912,1.628,5.0,2u,No market price available,,,
projection,2026-05-06,PHI,ATH,PASS,58.7,HOME,,,,4.82,OVER,OVER,OVER 3.5,0.5872,1.642,5.0,2u,No market price available,,,
projection,2026-05-06,BAL,MIA,PASS,59.0,AWAY,,,,4.22,OVER,UNDER,UNDER 4.5,0.5904,1.632,5.0,2u,No market price available,,,
projection,2026-05-06,MIA,BAL,PASS,55.8,HOME,,,,4.51,OVER,OVER,UNDER 4.5,0.5576,1.749,5.0,2u,No market price available,,,
projection,2026-05-06,MIN,WSH,PASS,69.7,AWAY,,,,5.77,OVER,OVER,OVER 3.5,0.6968,1.341,5.0,2u,No market price available,,,
projection,2026-05-06,WSH,MIN,PASS,62.6,HOME,,,,5.14,OVER,OVER,OVER 3.5,0.6264,1.52,5.0,2u,No market price available,,,
projection,2026-05-06,TEX,NYY,PASS,64.2,AWAY,,,,3.74,OVER,UNDER,UNDER 4.5,0.6416,1.478,5.0,2u,No market price available,,,
projection,2026-05-06,NYY,TEX,PASS,59.6,HOME,,,,4.89,OVER,OVER,OVER 3.5,0.596,1.613,5.0,2u,No market price available,,,
projection,2026-05-06,CIN,CHC,PASS,61.4,AWAY,,,,4.0,OVER,UNDER,UNDER 4.5,0.6144,1.556,5.0,2u,No market price available,,,
projection,2026-05-06,CHC,CIN,PASS,62.0,HOME,,,,5.09,OVER,OVER,OVER 3.5,0.62,1.537,5.0,2u,No market price available,,,
projection,2026-05-06,CLE,KC,PASS,56.2,AWAY,,,,4.47,OVER,UNDER,UNDER 4.5,0.5624,1.732,5.0,2u,No market price available,,,
projection,2026-05-06,KC,CLE,PASS,55.7,HOME,,,,4.58,OVER,OVER,OVER 3.5,0.5568,1.75,5.0,2u,No market price available,,,
projection,2026-05-06,NYM,COL,PASS,58.1,AWAY,,,,4.77,OVER,OVER,OVER 3.5,0.5808,1.663,5.0,2u,No market price available,,,
projection,2026-05-06,COL,NYM,PASS,55.4,HOME,,,,4.55,OVER,OVER,OVER 3.5,0.5536,1.765,4.5,2u,No market price available,,,
projection,2026-05-06,PIT,AZ,PASS,60.0,AWAY,,,,4.92,OVER,OVER,OVER 3.5,0.6,1.601,5.0,2u,No market price available,,,
projection,2026-05-06,AZ,PIT,PASS,57.9,HOME,,,,4.32,OVER,UNDER,UNDER 4.5,0.5792,1.67,5.0,2u,No market price available,,,
backfill,2026-05-05,BOS,DET,,,AWAY,,,,,,,,,,,,,10,OVER,OVER
backfill,2026-05-05,DET,BOS,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-05-05,TOR,TB,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-05-05,TB,TOR,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-05-05,ATH,PHI,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-05-05,PHI,ATH,,,HOME,,,,,,,,,,,,,9,OVER,OVER
backfill,2026-05-05,BAL,MIA,,,AWAY,,,,,,,,,,,,,9,OVER,OVER
backfill,2026-05-05,MIA,BAL,,,HOME,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-05-05,MIN,WSH,,,AWAY,,,,,,,,,,,,,11,OVER,OVER
backfill,2026-05-05,WSH,MIN,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-05-05,TEX,NYY,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-05-05,NYY,TEX,,,HOME,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-05-05,CIN,CHC,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-05-05,CHC,CIN,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-05-05,CLE,KC,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-05-05,KC,CLE,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-05-05,LAD,HOU,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-05-05,HOU,LAD,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-05-05,CWS,LAA,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-05-05,LAA,CWS,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-05-05,PIT,AZ,,,AWAY,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-05-05,AZ,PIT,,,HOME,,,,,,,,,,,,,9,OVER,OVER
backfill,2026-05-05,ATL,SEA,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-05-05,SEA,ATL,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-05-05,SD,SF,,,AWAY,,,,,,,,,,,,,10,OVER,OVER
backfill,2026-05-05,SF,SD,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-05-04,NYM,COL,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-05-04,COL,NYM,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-05-04,BOS,DET,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-05-04,DET,BOS,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-05-04,TOR,TB,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-05-04,TB,TOR,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-05-04,PHI,MIA,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-05-04,MIA,PHI,,,HOME,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-05-04,BAL,NYY,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-05-04,NYY,BAL,,,HOME,,,,,,,,,,,,,12,OVER,OVER
backfill,2026-05-04,CIN,CHC,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-05-04,CHC,CIN,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-05-04,CLE,KC,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-05-04,KC,CLE,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-05-04,MIL,STL,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-05-04,STL,MIL,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-05-04,LAD,HOU,,,AWAY,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-05-04,HOU,LAD,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-05-04,CWS,LAA,,,AWAY,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-05-04,LAA,CWS,,,HOME,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-05-04,ATL,SEA,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-05-04,SEA,ATL,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-05-04,SD,SF,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-05-04,SF,SD,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-05-03,TOR,MIN,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-05-03,MIN,TOR,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-05-03,HOU,BOS,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-05-03,BOS,HOU,,,HOME,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-05-03,CIN,PIT,,,AWAY,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-05-03,PIT,CIN,,,HOME,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-05-03,BAL,NYY,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-05-03,NYY,BAL,,,HOME,,,,,,,,,,,,,11,OVER,OVER
backfill,2026-05-03,MIL,WSH,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-05-03,WSH,MIL,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-05-03,SF,TB,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-05-03,TB,SF,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-05-03,PHI,MIA,,,AWAY,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-05-03,MIA,PHI,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-05-03,LAD,STL,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-05-03,STL,LAD,,,HOME,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-05-03,AZ,CHC,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-05-03,CHC,AZ,,,HOME,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-05-03,ATL,COL,,,AWAY,,,,,,,,,,,,,11,OVER,OVER
backfill,2026-05-03,COL,ATL,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-05-03,CLE,ATH,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-05-03,ATH,CLE,,,HOME,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-05-03,NYM,LAA,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-05-03,LAA,NYM,,,HOME,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-05-03,KC,SEA,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-05-03,SEA,KC,,,HOME,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-05-03,CWS,SD,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-05-03,SD,CWS,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-05-03,TEX,DET,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-05-03,DET,TEX,,,HOME,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-05-02,BAL,NYY,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-05-02,NYY,BAL,,,HOME,,,,,,,,,,,,,9,OVER,OVER
backfill,2026-05-02,TOR,MIN,,,AWAY,,,,,,,,,,,,,11,OVER,OVER
backfill,2026-05-02,MIN,TOR,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-05-02,AZ,CHC,,,AWAY,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-05-02,CHC,AZ,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-05-02,CLE,ATH,,,AWAY,,,,,,,,,,,,,14,OVER,OVER
backfill,2026-05-02,ATH,CLE,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-05-02,CIN,PIT,,,AWAY,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-05-02,PIT,CIN,,,HOME,,,,,,,,,,,,,17,OVER,OVER
backfill,2026-05-02,MIL,WSH,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-05-02,WSH,MIL,,,HOME,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-05-02,HOU,BOS,,,AWAY,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-05-02,BOS,HOU,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-05-02,PHI,MIA,,,AWAY,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-05-02,MIA,PHI,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-05-02,SF,TB,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-05-02,TB,SF,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-05-02,LAD,STL,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-05-02,STL,LAD,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-05-02,TEX,DET,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-05-02,DET,TEX,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-05-02,ATL,COL,,,AWAY,,,,,,,,,,,,,9,OVER,OVER
backfill,2026-05-02,COL,ATL,,,HOME,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-05-02,CWS,SD,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-05-02,SD,CWS,,,HOME,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-05-02,NYM,LAA,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-05-02,LAA,NYM,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-05-02,KC,SEA,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-05-02,SEA,KC,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-05-01,AZ,CHC,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-05-01,CHC,AZ,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-05-01,TEX,DET,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-05-01,DET,TEX,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-05-01,CIN,PIT,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-05-01,PIT,CIN,,,HOME,,,,,,,,,,,,,9,OVER,OVER
backfill,2026-05-01,MIL,WSH,,,AWAY,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-05-01,WSH,MIL,,,HOME,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-05-01,BAL,NYY,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-05-01,NYY,BAL,,,HOME,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-05-01,HOU,BOS,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-05-01,BOS,HOU,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-05-01,SF,TB,,,AWAY,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-05-01,TB,SF,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-05-01,PHI,MIA,,,AWAY,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-05-01,MIA,PHI,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-05-01,TOR,MIN,,,AWAY,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-05-01,MIN,TOR,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-05-01,LAD,STL,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-05-01,STL,LAD,,,HOME,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-05-01,ATL,COL,,,AWAY,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-05-01,COL,ATL,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-05-01,NYM,LAA,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-05-01,LAA,NYM,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-05-01,CLE,ATH,,,AWAY,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-05-01,ATH,CLE,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-05-01,CWS,SD,,,AWAY,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-05-01,SD,CWS,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-05-01,KC,SEA,,,AWAY,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-05-01,SEA,KC,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-04-30,DET,ATL,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-04-30,ATL,DET,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-04-30,HOU,BAL,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-04-30,BAL,HOU,,,HOME,,,,,,,,,,,,,10,OVER,OVER
backfill,2026-04-30,HOU,BAL,,,AWAY,,,,,,,,,,,,,11,OVER,OVER
backfill,2026-04-30,BAL,HOU,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-04-30,STL,PIT,,,AWAY,,,,,,,,,,,,,10,OVER,OVER
backfill,2026-04-30,PIT,STL,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-04-30,SF,PHI,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-04-30,PHI,SF,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-04-30,SF,PHI,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-04-30,PHI,SF,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-04-30,COL,CIN,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-04-30,CIN,COL,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-04-30,WSH,NYM,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-04-30,NYM,WSH,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-04-30,AZ,MIL,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-04-30,MIL,AZ,,,HOME,,,,,,,,,,,,,13,OVER,OVER
backfill,2026-04-30,KC,ATH,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-04-30,ATH,KC,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-04-30,TOR,MIN,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-04-30,MIN,TOR,,,HOME,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-04-29,TB,CLE,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-04-29,CLE,TB,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-04-29,LAA,CWS,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-04-29,CWS,LAA,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-04-29,SEA,MIN,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-04-29,MIN,SEA,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-04-29,NYY,TEX,,,AWAY,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-04-29,TEX,NYY,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-04-29,BOS,TOR,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-04-29,TOR,BOS,,,HOME,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-04-29,MIA,LAD,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-04-29,LAD,MIA,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-04-29,CHC,SD,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-04-29,SD,CHC,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-04-29,COL,CIN,,,AWAY,,,,,,,,,,,,,13,OVER,OVER
backfill,2026-04-29,CIN,COL,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-04-29,STL,PIT,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-04-29,PIT,STL,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-04-29,WSH,NYM,,,AWAY,,,,,,,,,,,,,14,OVER,OVER
backfill,2026-04-29,NYM,WSH,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-04-29,DET,ATL,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-04-29,ATL,DET,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-04-29,AZ,MIL,,,AWAY,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-04-29,MIL,AZ,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-04-29,KC,ATH,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-04-29,ATH,KC,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-04-28,TB,CLE,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-04-28,CLE,TB,,,HOME,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-04-28,HOU,BAL,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
